Guayaquil, Guayas,26,28
Quito, Pichincha,11,11
Madrid, Comunidad de Madrid,10,7
Guayaquil, Guayas,26,28
Quito, Pichincha,11,11
Madrid, Comunidad de Madrid,10,7
